ticker,candle_index,score,ret_1,ret_2,ret_3,ret_6,ret_10
TPR,71,73,-1.777,-1.818,-5.934,-2.602,-2.049
TPR,79,73,-0.555,-1.628,-1.753,-1.646,2.756
TPR,231,71,1.415,2.033,2.21,2.729,3.643
TPR,361,71,1.568,1.242,-3.442,-4.884,-9.6
TPR,388,71,-1.171,-0.317,-0.89,-2.464,-4.233
TPR,479,63,-1.754,-2.081,-2.572,-2.666,-1.836
TPR,497,66,-1.189,-0.654,0.689,5.147,2.496
TPR,543,81,-0.611,-2.691,-2.483,-1.417,5.24
TPR,924,85,-0.295,-0.295,2.689,2.387,6.318
TPR,946,90,1.888,2.588,-8.884,-13.646,-16.831
TPR,962,96,-0.568,0.663,1.207,-0.805,-0.253
TPR,1145,78,2.041,2.255,1.981,4.215,4.393
TPR,1250,75,-10.966,-8.601,-9.631,-5.186,-5.803
TPR,1257,79,0.086,1.009,-1.938,-0.781,-4.256
TPR,1419,74,0.405,1.021,1.838,-0.208,6.002
TPR,1506,72,-1.343,-0.647,0.443,1.995,2.796
TPR,1509,83,-2.073,-1.344,1.545,0.861,-0.973
TPR,1526,73,-0.606,-2.697,-2.782,-3.381,5.632
TPR,1575,91,-11.891,-12.362,-9.41,-10.455,-10.938
TPR,1591,81,0.587,0.351,2.49,6.092,7.221
TPR,1670,75,0.383,-0.258,-1.58,-1.145,-1.58
TRI,74,97,-0.143,3.655,3.663,4.811,5.213
TRI,336,52,0.12,-1.491,-1.257,-1.074,-0.802
TRI,347,70,-0.229,0.261,-0.067,-0.528,-1.323
TRI,373,80,0.182,0.364,-0.448,0.344,-0.929
TRI,387,45,-0.471,-1.354,-1.724,0.105,-0.092
TRI,393,83,0.791,0.418,-0.229,-0.327,0.405
TRI,482,63,-0.202,1.138,0.984,-0.972,0.03
TRI,516,75,-0.036,-0.392,-1.358,-2.022,-2.119
TRI,540,74,1.45,1.514,1.742,1.742,4.984
TRI,632,78,0.864,0.03,0.801,0.413,0.786
TRI,657,62,0.006,-1.393,-1.729,-1.219,2.672
TRI,666,74,0.223,0.322,-2.473,-2.148,-1.231
TRI,703,73,0.062,-0.136,-0.331,-0.198,-0.655
TRI,770,70,-0.012,-0.773,-0.666,-1.08,-1.571
TRI,781,76,-0.739,-0.406,-0.075,0.008,-1.184
TRI,806,99,0.251,0.264,0.54,1.58,3.213
TRI,924,82,-1.248,-0.897,-1.624,-2.214,-1.302
TRI,934,79,0.685,0.457,0.259,0.568,0.603
TRI,961,84,1.136,2.56,3.292,7.34,5.694
TRI,1115,64,-1.668,-1.992,-9.727,-10.912,-14.253
TRI,1134,70,-0.569,-0.04,0.621,0.057,2.081
TRI,1201,83,-1.137,-0.595,-1.242,-0.837,-1.02
TRI,1262,67,-0.991,0.597,0.765,2.434,0.652
TRI,1284,73,0.677,0.543,-0.514,-0.655,-0.328
TRI,1323,87,0.434,0.145,-0.4,0.362,0.769
TRI,1372,69,-1.484,-1.415,-0.582,-1.307,-0.782
TRI,1376,76,-0.008,-1.043,-0.102,-0.518,-2.211
TRI,1404,73,1.19,0.862,1.313,1.174,-2.668
TRI,1436,91,1.304,5.245,3.742,0.919,-2.552
TRI,1521,74,2.392,1.811,0.045,-1.52,1.308
TRI,1541,81,0.949,0.583,5.656,6.508,8.59
TRI,1591,80,-3.065,-2.999,-5.275,-4.953,-7.052
TRI,1604,42,-0.565,1.754,1.801,2.836,0.306
TRI,1632,76,-3.081,-3.729,-3.949,-2.078,-1.711
TRI,1639,82,1.183,0.341,-0.39,3.921,1.158
TRMB,83,84,-0.538,-0.771,-0.304,-1.729,-2.466
TRMB,215,64,0.448,-0.078,-0.409,-1.93,-3.919
TRMB,231,75,1.22,0.99,0.94,2.42,2.78
TRMB,394,75,0.134,-0.839,-0.134,0.957,0.671
TRMB,422,76,-0.488,-0.244,-0.471,-0.052,-0.035
TRMB,457,98,-1.404,-1.062,-0.351,-0.468,0.288
TRMB,486,50,-0.463,-0.872,-0.89,-0.712,0.249
TRMB,542,92,-0.359,0.213,1.222,2.134,4.851
TRMB,654,60,0.75,0.505,0.147,-1.369,0.147
TRMB,661,30,-0.601,0.016,-0.211,-0.065,18.012
TRMB,768,75,0.46,0.614,0.837,-0.614,-1.521
TRMB,785,76,-0.226,1.124,0.141,1.796,2.601
TRMB,803,66,0.365,1.487,2.034,3.647,5.078
TRMB,850,64,0.3,0.48,-0.693,-1.133,-1.573
TRMB,868,70,0.068,0.351,0.689,2.364,-0.824
TRMB,892,98,-2.047,-2.309,-0.844,-0.415,-3.858
TRMB,895,94,0.391,0.418,0.432,-6.049,-2.929
TRMB,912,80,-1.862,-3.68,-4.194,-2.463,0.55
TRMB,918,99,-0.787,-1.366,2.852,4.337,6.401
TRMB,960,86,-1.93,0.258,1.585,2.653,0.293
TRMB,1144,65,-1.117,-1.549,-1.081,0.498,-4.871
TRMB,1161,78,0.019,0.656,-0.508,-0.755,0.136
TRMB,1178,20,0.556,1.369,1.973,0.987,-2.228
TRMB,1203,56,-2.042,-1.893,0.099,-2.004,-4.677
TRMB,1217,74,-1.169,-1.055,-1.582,-0.152,0.508
TRMB,1249,57,-0.519,-2.179,-2.562,-2.716,-1.605
TRMB,1258,58,-0.375,-0.162,-0.569,2.937,-3.713
TRMB,1285,75,0.169,1.794,2.86,5.643,5.682
TRMB,1340,86,0.148,-0.037,1.35,-0.136,-0.853
TRMB,1367,95,0.076,1.161,2.866,1.3,0.366
TRMB,1407,78,0.056,0.45,0.253,-1.658,-5.071
TRMB,1422,77,-3.654,-4.847,-4.788,-4.199,-3.661
TRMB,1432,78,1.047,1.155,1.904,3.792,-0.489
TRMB,1467,56,0.12,0.809,0.554,2.194,-0.936
TRMB,1513,86,-1.841,-2.155,-1.848,-2.065,-6.375
TRMB,1526,84,-0.261,-0.444,-0.215,-1.823,-0.475
TRMB,1593,91,0.458,2.547,0.815,3.262,0.559
TRMB,1632,74,-3.552,-4.579,-3.02,-3.33,-0.415
TRMB,1637,85,-0.503,-0.102,2.295,2.092,3.067
TROW,50,41,-1.947,-0.02,-1.438,-3.795,-5.409
TROW,75,75,3.681,3.582,6.033,3.94,3.429
TROW,98,57,0.093,-0.267,1.563,-0.134,0.452
TROW,211,54,-0.613,-0.325,2.283,1.926,-1.541
TROW,270,60,-0.51,-0.355,-0.783,-3.125,-4.109
TROW,278,81,-0.035,-4.273,-5.66,-3.482,-1.545
TROW,287,72,-0.171,-0.014,0.447,1.166,0.816
TROW,395,85,-0.884,-0.822,-3.015,1.809,-2.18
TROW,499,62,0.173,1.769,1.105,2.744,2.498
TROW,544,76,-0.083,-0.712,-0.342,0.541,3.247
TROW,588,87,-0.24,0.73,0.519,1.671,3.852
TROW,630,62,1.24,0.879,1.259,1.328,4.804
TROW,763,86,-1.05,-0.362,-0.103,0.878,-0.603
TROW,784,74,0.661,0.61,1.661,0.184,-1.311
TROW,803,88,0.197,1.366,1.666,-0.161,1.144
TROW,870,70,0.28,0.196,0.681,1.12,0.719
TROW,897,77,0.137,-1.589,-1.75,-5.315,-4.663
TROW,912,88,-1.854,-1.839,-3.831,-7.305,-7.533
TROW,925,90,0.15,0.77,0.631,-0.877,2.493
TROW,947,76,0.203,-6.286,-8.015,-13.186,-13.159
TROW,960,100,1.682,3.27,3.311,1.874,0.186
TROW,973,44,-0.611,0.507,-0.035,2.192,2.053
TROW,1038,60,0.705,0.721,1.586,0.859,-2.896
TROW,1058,68,1.117,1.159,0.659,2.33,2.627
TROW,1179,78,-0.217,0.189,-0.407,-1.012,-2.439
TROW,1201,80,1.869,2.304,2.304,2.449,-1.81
TROW,1232,57,0.06,0.103,0.088,-1.399,-2.878
TROW,1252,66,-0.332,-0.947,-0.205,0.649,1.161
TROW,1285,84,0.16,0.07,0.364,0.729,1.907
TROW,1345,61,-0.611,-0.468,-0.735,-0.239,-0.01
TROW,1365,66,1.682,1.702,1.797,4.187,3.298
TROW,1421,78,-0.173,-1.802,-4.418,-8.317,-13.82
TROW,1438,83,-0.514,-0.729,-3.574,-3.749,-4.083
TROW,1505,95,0.226,-0.996,-2.104,-2.478,0.385
TROW,1512,77,0.756,1.661,1.638,2.027,2.829
TRV,48,70,0.269,2.201,2.308,3.406,-0.72
TRV,66,64,-0.88,-2.438,-3.158,0.646,0.651
TRV,70,29,0.89,1.793,2.06,1.798,3.197
TRV,337,67,0.662,1.415,0.658,0.213,1.443
TRV,395,86,-0.075,-0.432,-0.816,-0.42,-1.022
TRV,449,78,-2.786,-2.499,-3.305,-3.403,-1.261
TRV,458,74,-0.094,-0.643,-0.07,-2.134,-3.593
TRV,472,69,-0.411,0.647,1.261,1.352,-1.935
TRV,496,77,0.328,-0.597,0.666,2.325,4.475
TRV,549,53,0.286,1.364,1.457,2.382,1.281
TRV,630,70,1.179,1.441,2.414,3.392,13.563
TRV,670,55,0.443,-0.111,-0.249,1.206,2.127
TRV,749,73,-0.186,-0.388,-1.29,-2.169,-3.406
TRV,761,99,-0.178,-0.306,-0.663,0.091,0.944
TRV,805,69,-0.403,-0.613,0.031,0.824,-1.079
TRV,874,73,0.356,0.581,-0.992,0.054,3.244
TRV,963,73,0.317,0.345,-0.127,2.312,3.496
TRV,1053,72,-0.162,0.731,-0.151,0.429,-0.799
TRV,1065,64,-0.743,-0.041,0.818,-3.033,-2.348
TRV,1090,96,1.076,2.461,2.584,2.515,0.918
TRV,1225,85,-0.42,-0.323,-0.368,0.212,-0.434
TRV,1322,86,0.177,0.057,0.851,1.344,2.417
TRV,1397,87,0.115,-0.193,1.8,3.246,3.092
TRV,1503,72,0.688,0.558,-0.829,-2.576,-2.997
TRV,1525,80,0.115,-0.413,0.633,1.349,3.417
TRV,1589,69,1.602,2.082,2.666,2.399,2.276
TRV,1616,66,0.722,-1.074,-1.456,1.25,0.882
TSCO,50,70,0.11,1.87,1.005,-0.458,-3.61
TSCO,75,81,2.563,2.345,3.974,4.014,4.47
TSCO,127,51,-1.029,-1.418,-1.206,2.088,4.186
TSCO,187,54,0.468,0.134,-0.29,1.336,-1.266
TSCO,388,75,-0.499,1.356,1.787,3.477,6.531
TSCO,462,65,1.226,1.542,1.775,2.173,4.808
TSCO,501,83,-0.015,2.703,3.084,6.183,3.705
TSCO,538,75,-1.524,-3.094,0.319,0.104,0.096
TSCO,541,62,-0.034,0.268,-0.215,-0.506,0.673
TSCO,664,72,0.345,0.853,2.427,6.835,7.35
TSCO,705,61,-0.149,0.011,2.239,0.529,0.348
TSCO,766,97,0.354,1.119,2.694,2.209,-1.585
TSCO,787,97,0.019,-0.037,-0.037,0.298,2.346
TSCO,811,67,-0.421,-1.324,3.64,5.726,6.057
TSCO,856,75,0.938,1.096,1.486,1.003,5.682
TSCO,902,82,-1.37,-2.766,-1.37,-2.032,1.835
TSCO,911,78,0.0,4.008,0.475,-6.54,-9.3
TSCO,931,79,0.354,1.731,2.381,2.668,2.238
TSCO,963,77,0.52,-0.886,-1.81,-3.207,-1.676
TSCO,973,79,-1.606,0.0,-0.744,-2.684,-3.036
TSCO,980,99,-2.404,-1.903,-0.841,1.402,1.843
TSCO,983,75,0.788,1.071,2.263,2.869,3.091
TSCO,1033,78,-1.142,3.366,3.106,0.942,2.745
TSCO,1171,74,-1.353,-1.666,-2.631,-2.524,-1.584
TSCO,1178,67,-0.025,-0.693,-0.401,-2.688,-5.624
TSCO,1201,74,-1.908,-2.06,-3.959,-3.404,-2.813
TSCO,1211,92,1.438,1.217,1.696,2.876,1.788
TSCO,1250,74,-1.243,-1.474,-1.502,0.668,4.368
TSCO,1288,81,-0.188,2.296,2.306,3.35,3.143
TSCO,1330,70,-0.652,-0.161,-0.557,1.049,-2.56
TSCO,1351,74,-0.262,-0.117,-1.361,-2.089,-2.741
TSCO,1364,87,0.118,-1.743,-1.665,-0.68,-1.724
TSCO,1370,100,-0.069,0.04,-0.863,2.261,2.162
TSCO,1463,70,-0.333,-1.017,-1.461,-4.3,-5.382
TSCO,1478,97,-0.162,-2.569,-1.327,-2.559,-3.505
TSCO,1493,100,0.444,-0.651,-1.974,-5.072,-3.73
TSCO,1516,79,-0.369,-0.835,-0.542,-1.138,-2.32
TSCO,1530,79,0.889,-2.623,-3.001,1.334,-0.111
TSCO,1575,89,-1.891,-2.399,-4.674,-6.98,-8.241
TSCO,1618,76,-0.512,0.099,-1.089,2.162,2.74
TSCO,1642,66,-0.162,1.964,1.299,2.419,4.481
TSCO,1668,58,-2.678,-0.678,0.097,-2.033,-4.082
TSCO,1682,69,1.888,3.907,4.399,2.396,0.181
TSLA,74,73,2.171,7.775,8.543,9.512,10.599
TSLA,94,74,4.118,4.337,4.199,10.58,9.73
TSLA,231,69,-1.4,-1.299,-1.612,-1.433,-12.16
TSLA,249,70,1.205,0.529,0.324,-1.964,-3.959
TSLA,285,65,2.611,5.349,6.237,5.945,2.83
TSLA,336,84,-0.353,-3.532,-4.84,-9.14,-3.464
TSLA,345,75,-1.15,-1.512,-1.164,-0.673,-0.747
TSLA,373,72,1.39,2.318,-0.91,0.928,-6.671
TSLA,396,97,2.244,3.173,7.37,25.178,14.34
TSLA,546,72,3.978,5.292,1.468,8.436,12.842
TSLA,575,63,-2.314,2.37,1.772,-0.22,1.581
TSLA,646,70,-1.423,-1.996,17.002,23.496,19.04
TSLA,649,89,2.189,4.911,5.55,0.926,-0.828
TSLA,788,80,0.871,-2.135,-4.032,-2.752,-3.102
TSLA,794,78,-0.324,-2.055,-0.587,-0.943,-0.021
TSLA,797,42,0.228,-1.482,-0.358,1.079,8.686
TSLA,837,74,3.631,0.592,1.024,-4.15,-4.54
TSLA,865,93,0.642,0.928,-0.342,0.992,1.518
TSLA,898,92,-6.306,-4.738,-12.104,-9.482,-12.638
TSLA,902,59,-3.897,-4.392,-2.194,-7.725,-7.208
TSLA,911,57,0.361,-10.465,-15.135,-4.733,-5.685
TSLA,918,89,-5.2,-3.057,-0.592,-4.221,-5.055
TSLA,962,78,-2.052,0.071,1.205,-4.215,-9.806
TSLA,975,89,-0.724,0.883,2.727,8.704,9.326
TSLA,1044,74,-0.037,-2.24,-0.591,0.802,-1.346
TSLA,1082,74,1.178,1.643,2.278,3.665,5.875
TSLA,1119,65,0.27,0.728,3.238,6.009,6.057
TSLA,1278,74,-1.056,-1.187,2.296,-4.29,1.994
TSLA,1287,75,-0.115,0.007,-1.218,0.388,2.912
TSLA,1377,72,1.558,2.183,2.099,3.003,0.592
TSLA,1402,75,1.923,2.605,2.765,0.4,-0.952
TSLA,1434,75,1.862,2.216,1.496,3.457,2.044
TSLA,1467,73,1.124,1.551,1.962,-0.215,-2.245
TSLA,1484,82,-0.216,-0.377,-1.022,-2.514,-1.058
TSLA,1494,87,-0.847,1.183,1.29,-1.899,-1.343
TSLA,1505,64,-0.343,-1.596,-4.343,-7.828,-4.035
TSLA,1516,91,-0.815,-3.056,-4.336,-7.425,-1.945
TSLA,1526,87,-0.058,-4.496,-5.501,-10.427,-8.802
TSLA,1540,83,-0.19,4.016,3.14,10.391,11.152
TSLA,1628,75,-0.039,-1.493,-1.631,-4.662,-6.791
TSLA,1646,77,1.931,3.082,4.042,-2.738,0.852
TSLA,1693,69,3.523,3.538,4.333,3.323,5.614
TSN,43,77,-0.269,-0.25,-1.794,-3.744,-2.338
TSN,66,74,-0.293,-1.053,-0.988,0.661,2.963
TSN,93,66,0.117,-0.97,-2.868,1.653,3.039
TSN,135,52,2.324,3.434,3.34,3.631,6.68
TSN,238,71,-0.56,-0.765,-0.243,2.369,2.481
TSN,287,85,-0.095,0.361,1.036,2.366,2.015
TSN,331,53,0.158,0.353,2.597,2.764,3.998
TSN,424,55,-0.05,0.448,0.697,0.978,1.028
TSN,463,82,-1.525,-1.812,-2.315,-3.158,-1.005
TSN,470,89,-0.036,-0.521,-0.845,0.144,2.714
TSN,502,52,0.897,0.826,1.283,3.868,6.239
TSN,612,78,-0.57,-0.201,0.427,-0.804,-1.91
TSN,621,37,0.051,-0.769,-0.496,-0.256,0.308
TSN,667,74,0.526,0.933,0.373,-0.042,1.103
TSN,767,65,0.078,0.614,0.294,0.216,-1.185
TSN,801,78,-0.198,-0.557,-0.359,0.216,0.503
TSN,937,54,0.728,1.774,1.97,3.899,2.387
TSN,963,70,0.555,-0.253,-0.359,0.751,0.327
TSN,1007,73,0.697,1.194,1.212,2.253,0.742
TSN,1039,63,-0.558,0.387,0.243,-0.603,-1.8
TSN,1058,69,0.599,0.744,-0.091,-0.181,1.47
TSN,1096,73,0.313,0.608,0.193,-1.087,-0.35
TSN,1114,87,-2.111,-0.528,-0.255,2.284,2.675
TSN,1186,75,0.129,-0.221,-1.232,-0.965,0.0
TSN,1216,75,0.199,-0.73,-1.072,-0.806,0.484
TSN,1234,67,-0.572,-2.268,-3.317,-2.173,-1.601
TSN,1242,72,0.7,0.428,1.206,1.975,1.109
TSN,1377,70,0.122,0.915,1.15,3.556,5.316
TSN,1457,65,0.359,-0.055,-0.398,-1.732,-1.045
TSN,1472,71,0.063,1.243,2.045,1.227,-0.928
TSN,1502,77,0.659,1.563,1.066,-2.52,-3.76
TSN,1514,81,-0.531,-0.759,0.327,4.204,3.706
TSN,1626,91,-0.356,-1.267,-0.599,-1.857,-3.401
TSN,1675,66,-1.138,-1.621,-1.423,-2.121,4.682
TTD,73,84,-0.634,-0.268,6.101,11.456,11.611
TTD,103,74,-2.028,-2.704,-2.616,-2.307,-3.167
TTD,207,80,0.174,-0.609,-0.739,-0.696,-1.943
TTD,228,73,1.022,2.46,2.814,6.688,9.248
TTD,348,92,1.041,3.037,2.928,4.612,5.022
TTD,396,96,0.504,-0.083,0.0,1.463,2.039
TTD,540,90,3.461,3.791,13.182,14.259,16.214
TTD,700,96,-0.494,0.114,2.743,3.659,3.875
TTD,753,68,-0.203,-1.244,-4.435,-6.237,-7.677
TTD,783,67,2.021,2.595,3.495,7.5,3.402
TTD,806,92,-0.24,1.002,1.586,3.345,3.786
TTD,830,78,-0.652,0.437,2.062,-1.237,-2.136
TTD,853,96,0.58,0.834,7.05,3.091,4.011
TTD,882,69,1.579,3.41,3.027,4.084,1.437
TTD,925,86,-1.706,1.298,1.486,3.485,12.436
TTD,945,55,-0.07,0.0,-1.488,-18.726,-18.341
TTD,958,96,-9.656,-8.963,-9.786,-10.146,-10.46
TTD,1059,73,0.588,-2.576,-2.282,-1.05,4.537
TTD,1136,88,-0.596,-0.549,-0.634,0.984,-1.247
TTD,1177,85,-1.729,-3.282,-3.678,1.63,3.26
TTD,1262,72,-0.362,-0.52,-0.905,-2.964,-6.855
TTD,1277,68,-0.964,-0.124,-0.642,-5.238,-2.792
TTD,1285,82,0.0,-0.757,-1.198,-1.055,-1.312
TTD,1334,83,-1.836,-1.757,-1.651,-1.717,-1.497
TTD,1402,72,0.859,1.493,0.667,-3.937,-10.778
TTD,1433,81,0.329,0.416,0.496,4.041,1.016
TTD,1465,62,0.397,0.87,1.537,-3.276,-3.761
TTD,1477,85,-0.208,1.101,1.6,5.57,24.672
TTD,1524,84,-1.089,-3.442,-4.183,-2.745,-9.412
TTD,1540,77,0.712,1.923,-0.142,9.308,8.856
TTD,1591,79,-1.909,-5.053,-5.974,-4.357,-0.382
TTD,1629,83,-1.167,-1.738,-1.504,-4.046,-7.002
TTD,1644,75,-0.082,1.146,1.774,4.147,4.72
TTD,1686,75,0.451,2.177,1.294,-4.805,0.0
TTWO,77,94,0.669,1.062,-2.107,-0.735,4.713
TTWO,155,63,0.21,3.128,4.129,4.581,2.146
TTWO,208,56,-0.778,-0.878,-0.909,-0.205,0.339
TTWO,287,93,-0.264,-1.598,-1.788,-3.758,-3.986
TTWO,298,73,0.19,-0.157,-0.74,-1.468,-3.282
TTWO,315,73,0.821,2.465,2.376,-0.361,-1.267
TTWO,329,82,0.166,-0.117,-0.705,0.788,0.104
TTWO,397,76,0.224,0.455,1.67,1.043,-0.063
TTWO,479,57,-0.801,-0.444,-0.551,-1.734,-3.481
TTWO,503,74,-0.532,-0.295,-0.538,-1.466,-2.763
TTWO,517,72,0.44,1.95,1.221,-0.348,-0.483
TTWO,529,41,-0.503,-2.093,-3.491,-6.784,-9.22
TTWO,544,97,2.601,1.628,0.428,-0.034,3.443
TTWO,599,56,-2.525,-5.684,-5.621,-4.577,-3.959
TTWO,609,73,0.198,1.097,1.097,-0.218,-1.968
TTWO,622,67,0.257,0.356,0.574,1.444,2.252
TTWO,767,66,-0.215,0.178,0.891,0.167,-0.56
TTWO,784,58,0.462,0.356,1.376,-2.614,-2.516
TTWO,806,76,-0.215,0.738,1.409,2.537,1.926
TTWO,922,84,0.225,0.934,0.323,2.102,4.317
TTWO,961,73,1.864,1.6,2.277,2.955,-1.144
TTWO,1032,53,-0.501,-0.244,0.596,1.302,2.268
TTWO,1114,77,0.137,0.585,0.111,-0.696,-0.997
TTWO,1125,94,4.029,4.505,5.331,4.702,4.401
TTWO,1243,62,0.422,-0.552,-1.365,-0.96,-0.752
TTWO,1250,61,0.495,-0.392,-0.816,-8.945,-6.499
TTWO,1263,73,0.188,0.248,-0.152,-0.832,-2.801
TTWO,1339,55,1.038,0.746,0.276,0.782,1.31
TTWO,1403,86,0.341,0.986,1.877,2.409,2.147
TTWO,1436,97,-0.009,3.086,2.811,-0.409,-7.159
TTWO,1449,75,0.227,-0.413,0.072,2.756,3.23
TTWO,1524,78,0.545,1.034,0.922,0.209,3.361
TTWO,1626,73,0.313,2.478,2.459,8.882,12.953
TTWO,1685,70,1.502,1.523,1.941,1.392,0.519
TTWO,1703,78,,,,,
TXN,41,75,1.276,0.6,-0.287,-1.104,-1.538
TXN,74,78,1.23,3.606,4.164,4.164,3.613
TXN,93,75,0.17,-0.626,-0.728,2.14,3.382
TXN,208,60,-0.236,-0.266,-1.497,-1.881,-2.549
TXN,227,83,0.144,4.086,4.311,4.809,4.638
TXN,264,70,-0.428,-0.34,-0.334,-0.063,1.58
TXN,286,65,0.196,0.212,0.639,0.692,1.602
TXN,375,67,-2.634,-2.668,-2.723,-4.126,-3.412
TXN,395,92,6.43,5.746,4.621,7.355,6.654
TXN,486,56,-1.149,-1.295,-1.068,1.475,2.457
TXN,542,89,-1.426,-0.687,-0.775,1.922,4.324
TXN,595,69,-0.05,0.124,-0.422,0.496,2.243
TXN,628,53,-1.244,-1.196,0.21,1.825,-2.089
TXN,631,52,-0.131,1.239,1.612,-2.771,-3.261
TXN,648,97,1.879,2.424,3.624,2.067,3.073
TXN,708,77,-0.349,-0.241,-1.489,-2.366,-1.391
TXN,741,76,-0.498,-1.157,-0.439,-0.363,-1.687
TXN,755,78,-2.559,-3.68,-3.002,-2.366,-1.089
TXN,762,83,-0.424,0.28,1.127,2.241,1.846
TXN,785,59,-0.089,1.358,0.86,0.571,0.514
TXN,838,84,-2.865,-2.2,-3.626,-3.475,-3.748
TXN,848,82,0.044,-0.424,0.008,-1.223,-0.711
TXN,925,74,0.481,1.176,1.713,0.342,3.572
TXN,965,75,-0.369,-2.874,-3.44,-5.503,1.025
TXN,1116,77,-0.086,-0.046,0.216,0.612,3.977
TXN,1178,76,-0.302,-1.647,-1.57,-0.071,-0.192
TXN,1219,79,0.467,0.638,2.956,3.165,-1.886
TXN,1248,70,2.825,1.752,0.638,-1.814,-0.19
TXN,1280,74,0.302,-1.675,-2.337,1.471,2.402
TXN,1285,92,-0.701,0.947,0.707,0.527,3.013
TXN,1364,62,-0.443,1.66,-0.412,7.518,4.167
TXN,1495,89,0.666,0.608,-3.056,-3.358,-1.545
TXN,1512,77,-0.341,2.703,2.84,3.334,-1.255
TXN,1525,91,1.262,1.123,-0.268,2.725,7.619
TXN,1626,71,0.073,3.966,4.158,1.208,9.436
TXN,1655,70,-2.99,-3.385,0.044,1.61,-1.762
TXN,1658,69,-0.834,2.826,1.565,-1.088,-2.528
TXN,1692,79,-0.556,-3.126,-2.941,0.982,2.626
TXN,1696,75,0.428,-0.917,-1.611,0.696,
TXT,72,75,0.152,-0.336,0.125,2.642,2.273
TXT,97,61,1.554,1.518,1.38,1.958,1.853
TXT,133,55,-0.179,-0.25,-1.633,-1.627,-1.742
TXT,152,67,0.103,0.128,1.011,2.179,3.32
TXT,217,69,0.336,0.545,-2.179,-1.533,-0.773
TXT,227,70,0.0,-0.166,0.179,1.251,1.251
TXT,301,58,-0.082,0.023,0.646,1.78,1.908
TXT,393,81,1.579,1.621,0.331,-9.463,-7.869
TXT,411,87,1.157,1.532,2.279,1.356,3.495
TXT,464,67,0.052,-1.243,-0.573,-0.937,0.202
TXT,470,72,0.344,0.344,0.344,0.847,0.391
TXT,499,59,0.442,1.99,2.676,6.266,7.75
TXT,548,75,-0.418,-0.29,1.842,2.007,1.995
TXT,592,71,0.73,0.73,1.459,-0.393,0.251
TXT,612,75,-0.217,0.934,0.04,-0.9,-1.162
TXT,630,70,1.17,1.853,1.916,1.737,4.585
TXT,664,78,-0.207,0.705,0.93,6.914,6.859
TXT,704,74,1.59,1.452,1.667,2.132,2.156
TXT,750,77,-0.135,-1.191,-1.793,-5.684,-6.9
TXT,767,71,0.262,0.901,0.796,0.562,-0.181
TXT,853,76,-0.668,-0.361,-0.9,-0.789,-2.587
TXT,860,80,-0.148,-1.525,-1.68,-0.985,-2.469
TXT,873,74,-0.469,0.0,0.249,0.014,1.312
TXT,909,63,2.098,2.821,2.807,0.586,-1.758
TXT,960,99,-0.574,1.822,1.758,1.457,2.372
TXT,1118,70,0.026,-0.336,-0.077,-0.013,4.197
TXT,1225,82,-0.108,-0.518,-3.75,-2.096,-3.663
TXT,1238,74,-1.195,0.068,0.597,-0.448,-0.336
TXT,1240,75,0.529,0.075,-0.479,-0.759,-0.18
TXT,1284,61,-0.16,0.117,1.717,1.489,2.862
TXT,1369,53,1.267,1.476,2.039,3.233,5.335
TXT,1426,92,0.709,0.476,1.506,4.807,5.604
TXT,1513,85,2.134,1.786,2.14,-0.112,-3.448
TXT,1526,74,-0.264,-1.128,-1.206,-1.307,2.928
TXT,1566,72,1.631,-0.455,0.297,-2.457,-2.234
TXT,1598,58,0.246,1.059,1.162,1.621,-2.134
TXT,1645,96,-1.393,-1.124,0.823,0.828,2.934
TXT,1672,63,-0.657,0.869,-1.38,-0.261,4.041
TXT,1699,84,-0.322,-0.58,0.39,,
UAL,42,47,-1.296,-1.137,0.269,-3.766,-1.186
UAL,52,84,-0.688,-9.041,-10.328,-12.307,-12.851
UAL,67,79,-1.088,-2.921,-1.806,0.229,2.592
UAL,202,78,-0.383,-0.072,1.771,4.572,5.625
UAL,235,95,-0.805,-1.414,-0.708,2.846,3.442
UAL,270,56,-1.381,0.557,0.848,2.544,0.799
UAL,272,60,0.289,0.566,1.265,3.469,0.265
UAL,343,74,-0.355,-0.138,-0.103,5.386,6.509
UAL,386,91,3.76,9.33,9.511,13.633,11.596
UAL,449,66,-1.018,-0.585,-0.094,-0.226,-0.057
UAL,486,72,0.33,-0.616,-0.381,-0.206,-3.485
UAL,498,71,-0.106,-0.064,-4.365,-5.234,-0.233
UAL,508,91,-0.542,-0.34,0.85,1.848,2.485
UAL,527,58,-1.749,-3.108,-4.267,-14.037,-16.64
UAL,543,77,0.729,-0.121,-1.846,-1.943,1.676
UAL,760,72,1.183,2.361,1.968,4.146,5.517
UAL,788,79,-0.268,2.094,1.69,4.811,8.383
UAL,871,75,-2.967,-2.599,-0.598,-3.085,-9.075
UAL,906,75,-1.249,-5.424,-5.523,-9.183,-16.678
UAL,924,82,-2.598,-3.451,-0.69,0.176,8.552
UAL,958,95,-13.412,-11.422,-11.732,-7.214,-5.478
UAL,1059,78,0.216,-2.803,-2.639,0.266,2.512
UAL,1122,52,-0.778,0.236,-0.733,9.233,11.817
UAL,1203,76,-1.422,-0.433,1.401,4.43,2.256
UAL,1249,71,-0.689,-3.021,-1.377,0.149,-1.197
